model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.39330188824967244,0.38666612765240316,0.6155339426266934,59.27005389729199,1.9521015042657126e-65,7,-600.9954309216795,1219.990861843359,1260.2558781105295,242.4845020963593,640,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.4365051959526533,0.4303419715333855,0.5932129765411585,70.82416057867756,1.3687845413683684e-75,7,-577.0605108706101,1172.1210217412201,1212.3860380083906,225.21704674356542,640,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4678250681865984,0.46200440486988936,0.5764914775257813,80.37315383688953,1.8352267604681013e-83,7,-558.5322928493829,1135.0645856987658,1175.3296019659363,212.69915114230938,640,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4447710330874215,0.43869821626181515,0.5888460180744026,73.23965893587024,1.2672504761383113e-77,7,-572.2725908540503,1162.5451817081007,1202.8101979752712,221.91336512133103,640,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.46635487687684557,0.460518133342686,0.577287238611755,79.89984040715629,4.4024788709747045e-83,7,-559.4261440849128,1136.8522881698257,1177.1173044369962,213.28675575295063,640,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4694988885473692,0.4636965326408561,0.5755841601604523,80.91521721726107,6.756858015711412e-84,7,-557.5116276169018,1133.0232552338036,1173.2882715009741,212.03016027367244,640,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4718222920024261,0.4660453483212026,0.5743223516070304,81.67334113641584,1.679094816941708e-84,7,-556.0895080577411,1130.1790161154822,1170.4440323826527,211.1015446754748,640,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4724066613498251,0.46663610920833876,0.5740045520723536,81.8650711001374,1.1818591410752655e-84,7,-555.7308399762599,1129.4616799525197,1169.7266962196902,210.86798451186127,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5289821163219377,0.5230851788111013,0.542780130462062,89.70454839479946,2.8365038393500965e-99,8,-518.9796067701717,1057.9592135403434,1102.6981205038662,188.25596254559989,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5193270739044841,0.5133092594932727,0.5483149323555525,86.29828678946193,1.755678686371431e-96,8,-525.5538870746377,1071.1077741492754,1115.8466811127983,192.11488036316334,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5453211201235308,0.5396287397807895,0.5332828697420863,95.79843357074576,3.9211719219912584e-104,8,-507.5408996468587,1035.0817992937173,1079.82070625724,181.72560564346682,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5485774046298886,0.5429257915423129,0.531369826133619,97.06563349778109,4.016177238661924e-105,8,-505.21215225859686,1030.4243045171938,1075.1632114807164,180.42413706804916,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5483091180204787,0.5426541461021122,0.5315277028499147,96.9605377242735,4.848639532929253e-105,8,-505.4046526833739,1030.8093053667478,1075.5482123302706,180.5313655951237,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5483000775913368,0.5426449924907588,0.5315330219903742,96.95699849597334,4.879504060739391e-105,8,-505.41113736094155,1030.822274721883,1075.561181685406,180.53497886491434,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.54785213526597,0.5421914421237599,0.5317965123370125,96.78181125572803,6.6811546854258805e-105,8,-505.73228286213254,1031.464565724265,1076.2034726877878,180.7140120111048,639,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5432324324494352,0.5375139026522451,0.534506354196363,94.99512142375394,1.6764959411247087e-103,8,-509.0258711291635,1038.051742258327,1082.7906492218497,182.56041027014794,639,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.472596899777608,0.46599404406277367,0.5743499424094607,71.57462167707929,9.908094870952435e-84,8,-555.6139917121357,1131.2279834242713,1175.9668903877941,210.79195020493478,639,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5487061017364593,0.5423398868706726,0.5317102876502472,86.1903208271089,3.7365568289719514e-104,9,-505.11976918349984,1032.2395383669996,1081.4523360268747,180.37269953560332,638,648
